170217 190405.016|CONFIG|Thread-3|setFileHandlers|Now logging to /home/pc-65304/桌面/acm-day-2/pc2/bin/logs directory.
170217 210442.061|INFO|Thread-54|dumpPacket|    To: TEAM26 @ site 1
170217 210442.062|INFO|Thread-54|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 210442.062|INFO|Thread-54|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord-8818012776346367095
170217 210442.063|INFO|Thread-54|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 307 JUDGED 112 min 6776784ms from TEAM26 @ site 1 id Run-6093244128191977460 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 210442.064|INFO|Thread-54|info|handlePacket start Packet[RUN_JUDGEMENT] #2271 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210442.064|INFO|Thread-54|dumpPacket|Packet RUN_JUDGEMENT (Seq #2271 ) handlePacket
170217 210442.065|INFO|Thread-54|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 210442.066|INFO|Thread-54|dumpPacket|    To: TEAM26 @ site 1
170217 210442.066|INFO|Thread-54|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 210442.067|INFO|Thread-54|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord-8818012776346367095
170217 210442.068|INFO|Thread-54|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 307 JUDGED 112 min 6776784ms from TEAM26 @ site 1 id Run-6093244128191977460 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 210442.662|INFO|Thread-54|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2271 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210442.981|INFO|Thread-53|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #2267 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210942.160|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for C GNU C++ file: /home/pc-65304/桌面/pc.cpp
170217 210942.162|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #17 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 210942.162|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #17 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 210942.204|INFO|Thread-56|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #2368 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210942.205|INFO|Thread-56|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2368 ) recieveObject
170217 210942.205|INFO|Thread-56|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 210942.206|INFO|Thread-56|dumpPacket|    To: TEAM26 @ site 1
170217 210942.207|INFO|Thread-56|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 323 QUEUED_FOR_COMPUTER_JUDGEMENT 117 min 7077542ms from TEAM26 @ site 1 id Run--5998411764846480489 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 210942.207|INFO|Thread-56|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2368 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210942.208|INFO|Thread-56|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2368 ) handlePacket
170217 210942.209|INFO|Thread-56|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 210942.209|INFO|Thread-56|dumpPacket|    To: TEAM26 @ site 1
170217 210942.210|INFO|Thread-56|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 323 QUEUED_FOR_COMPUTER_JUDGEMENT 117 min 7077542ms from TEAM26 @ site 1 id Run--5998411764846480489 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 210942.690|INFO|Thread-57|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2372 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210942.690|INFO|Thread-57|dumpPacket|Packet RUN_JUDGEMENT (Seq #2372 ) recieveObject
170217 210942.691|INFO|Thread-57|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 210942.691|INFO|Thread-57|dumpPacket|    To: TEAM26 @ site 1
170217 210942.691|INFO|Thread-57|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 210942.691|INFO|Thread-57|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE5 @ site 1 judgement Yes-514536612572032599 id JudgementRecord-1884997891456536578
170217 210942.691|INFO|Thread-57|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 323 JUDGED 117 min 7077542ms from TEAM26 @ site 1 id Run--5998411764846480489 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 210942.691|INFO|Thread-57|info|handlePacket start Packet[RUN_JUDGEMENT] #2372 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210942.691|INFO|Thread-57|dumpPacket|Packet RUN_JUDGEMENT (Seq #2372 ) handlePacket
170217 210942.691|INFO|Thread-57|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 210942.691|INFO|Thread-57|dumpPacket|    To: TEAM26 @ site 1
170217 210942.692|INFO|Thread-57|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 210942.692|INFO|Thread-57|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE5 @ site 1 judgement Yes-514536612572032599 id JudgementRecord-1884997891456536578
170217 210942.692|INFO|Thread-57|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 323 JUDGED 117 min 7077542ms from TEAM26 @ site 1 id Run--5998411764846480489 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 210943.334|INFO|Thread-57|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2372 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210944.094|INFO|Thread-56|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #2368 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 211146.342|INFO|Thread-58|info| receiveObject(S) start got Packet[CLOCK_STOPPED] #2447 SERVER0 @ site 1 -> SERVER0 @ site 0
170217 211146.343|INFO|Thread-58|dumpPacket|Packet CLOCK_STOPPED (Seq #2447 ) recieveObject
170217 211146.343|INFO|Thread-58|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 211146.344|INFO|Thread-58|dumpPacket|    To: SERVER0 @ site 0
170217 211146.344|INFO|Thread-58|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
170217 211146.345|INFO|Thread-58|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
170217 211146.345|INFO|Thread-58|info|handlePacket start Packet[CLOCK_STOPPED] #2447 SERVER0 @ site 1 -> SERVER0 @ site 0
170217 211146.346|INFO|Thread-58|dumpPacket|Packet CLOCK_STOPPED (Seq #2447 ) handlePacket
170217 211146.346|INFO|Thread-58|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 211146.347|INFO|Thread-58|dumpPacket|    To: SERVER0 @ site 0
170217 211146.347|INFO|Thread-58|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
170217 211146.348|INFO|Thread-58|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
170217 211146.348|INFO|Thread-58|info|Clock for site 1 stopped by ADMINISTRATOR1 @ site 1 elapsed 2:00:01
170217 211146.349|INFO|Thread-58|info| receiveObject(S) end   got Packet[CLOCK_STOPPED] #2447 SERVER0 @ site 1 -> SERVER0 @ site 0
170217 213939.486|INFO|Thread-1|info|connectionDropped: shutting down TEAM26 @ site 1
